"method","t_ladder","sim","iterations","m0","m4","m5","m6","m1","m2","m3"
2,"3",31,1,34869,0,0,0,7610,945,6576
2,"3",31,2,68915,1095,0,0,24057,0,5933
2,"3",32,1,37061,10268,553,2118,0,0,0
2,"3",32,2,69784,10924,475,1663,10877,394,5883
2,"3",33,1,33819,0,0,0,9377,5883,921
2,"3",33,2,70185,5353,8620,0,14534,0,1308
2,"3",34,1,34366,4124,25,299,8084,899,2203
2,"3",34,2,70440,0,0,0,14108,1377,14075
2,"3",35,1,36651,4044,1033,841,6543,711,177
2,"3",35,2,72579,4283,3971,630,16378,2158,1
2,"3",36,1,35298,4952,3261,4200,0,2289,0
2,"3",36,2,71478,3771,993,46,15828,7121,763
2,"3",37,1,36658,0,0,0,8276,211,4855
2,"3",37,2,68371,8816,9618,2712,1226,2767,6490
2,"3",38,1,36823,13020,19,138,0,0,0
2,"3",38,2,72717,2917,0,0,22231,1157,978
2,"3",39,1,37838,3241,851,4988,2156,926,0
2,"3",39,2,71895,2825,116,3731,8747,12355,331
2,"3",40,1,35234,7789,0,0,1288,297,5392
2,"3",40,2,72450,3221,0,2525,20844,521,439
2,"3",41,1,36132,1602,1880,7302,0,1261,1823
2,"3",41,2,70731,1602,1880,7302,11279,3991,3215
2,"3",42,1,34406,46,280,1169,6269,7830,0
2,"3",42,2,72140,8515,1505,4643,11455,1742,0
2,"3",43,1,37429,7429,5077,65,0,0,0
2,"3",43,2,70686,8521,0,0,20042,567,184
2,"3",44,1,36062,4596,0,5786,3556,0,0
2,"3",44,2,70275,4318,73,19658,3542,258,1876
2,"3",45,1,35390,0,0,0,11552,2920,138
2,"3",45,2,71122,0,0,2373,14112,10969,1424
2,"3",46,1,36286,0,0,0,10272,3252,190
2,"3",46,2,72313,12093,237,4549,6165,4643,0
2,"3",47,1,36800,5521,3963,0,3716,0,0
2,"3",47,2,69591,19570,1866,6418,483,256,1816
2,"3",48,1,36336,3890,43,1744,4803,2293,891
2,"3",48,2,68837,11746,0,4296,12411,2614,96
2,"3",49,1,36815,0,0,0,3215,59,9911
2,"3",49,2,69983,6779,1875,8340,1520,98,11405
2,"3",50,1,37483,0,0,0,7800,3764,953
2,"3",50,2,70750,4405,2019,10157,2031,3839,6799
2,"3",51,1,35114,3806,0,41,8883,2156,0
2,"3",51,2,70557,10274,974,11,10213,3226,4745
2,"3",52,1,34534,12065,1062,156,0,1347,836
2,"3",52,2,68914,20697,5897,4492,0,0,0
2,"3",53,1,37046,7636,2301,0,0,75,2942
2,"3",53,2,70869,14652,3061,840,5514,301,4763
2,"3",54,1,35942,6001,7874,183,0,0,0
2,"3",54,2,72833,2436,840,0,5474,81,18336
2,"3",55,1,36683,335,0,0,5963,1294,5725
2,"3",55,2,69446,923,217,3763,15836,7040,2775
2,"3",56,1,36593,6529,49,2396,3809,624,0
2,"3",56,2,70883,6390,2624,4386,11937,257,3523
2,"3",57,1,37125,6905,3081,2889,0,0,0
2,"3",57,2,73143,5358,6406,837,11972,1104,1180
2,"3",58,1,34784,0,0,0,2338,9909,2969
2,"3",58,2,70657,5250,9960,1760,4945,2722,4706
2,"3",59,1,33355,4108,1543,940,3423,0,6631
2,"3",59,2,69494,5115,621,97,13008,577,11088
2,"3",60,1,38044,2178,1393,0,1680,1522,5183
2,"3",60,2,70801,6619,0,9402,3562,8825,791
2,"3",61,1,36035,0,4878,0,1618,7469,0
2,"3",61,2,72317,9787,8809,0,1618,7469,0
2,"3",62,1,36253,0,4207,0,1502,8038,0
2,"3",62,2,72868,10090,12154,555,2738,1511,84
2,"3",63,1,36878,5886,1814,2479,1341,1301,301
2,"3",63,2,68678,6143,42,2842,13343,7969,983
2,"3",64,1,36043,7940,248,5769,0,0,0
2,"3",64,2,69178,11566,1359,11740,0,1028,5129
2,"3",65,1,35798,7431,1323,5448,0,0,0
2,"3",65,2,73552,5228,4456,5132,539,10974,119
2,"3",66,1,36954,3465,0,5687,3584,310,0
2,"3",66,2,68702,8830,3246,8316,4909,5997,0
2,"3",67,1,36588,4204,3143,2003,4062,0,0
2,"3",67,2,70176,6182,4248,4252,9123,5174,845
2,"3",68,1,36047,2691,117,11145,0,0,0
2,"3",68,2,71655,16040,607,11698,0,0,0
2,"3",69,1,36901,1285,743,11071,0,0,0
2,"3",69,2,70377,1824,0,5364,11166,340,10929
2,"3",70,1,37489,9933,626,1706,246,0,0
2,"3",70,2,71158,2004,0,0,11923,8910,6005
2,"3",71,1,35654,0,0,0,7369,3819,3158
2,"3",71,2,71219,8966,837,10091,3892,2383,2612
2,"3",72,1,37023,832,1802,0,5881,146,4316
2,"3",72,2,72043,3858,1803,2338,8139,1935,9884
2,"3",73,1,34522,13164,1537,777,0,0,0
2,"3",73,2,73608,0,0,0,12352,7628,6412
2,"3",74,1,35874,1951,4032,0,8143,0,0
2,"3",74,2,72637,10200,1921,3111,4287,7844,0
2,"3",75,1,36713,15,0,309,8828,3316,819
2,"3",75,2,70134,16315,1317,8986,1399,1849,0
2,"3",76,1,37641,0,0,48,10596,238,1477
2,"3",76,2,71159,14175,2924,11742,0,0,0
2,"3",77,1,36819,1163,0,0,5871,0,6147
2,"3",77,2,70488,281,53,0,8010,559,20609
2,"3",78,1,36559,13314,127,0,0,0,0
2,"3",78,2,69283,25900,3672,1145,0,0,0
2,"3",79,1,37708,9817,378,2097,0,0,0
2,"3",79,2,70929,1973,524,4799,11193,4455,6127
2,"3",80,1,37001,4240,4041,4718,0,0,0
2,"3",80,2,72253,9426,2266,1846,3916,3267,7026
2,"3",81,1,36223,10056,1226,2495,0,0,0
2,"3",81,2,74604,19096,3299,3001,0,0,0
2,"3",82,1,36775,772,720,317,5227,4457,1732
2,"3",82,2,71403,9348,12277,184,6373,415,0
2,"3",83,1,35661,4799,8785,755,0,0,0
2,"3",83,2,70522,16905,1364,2229,4187,4768,25
2,"3",84,1,38669,7471,124,3736,0,0,0
2,"3",84,2,68826,1507,1587,8868,13920,2668,2624
2,"3",85,1,36366,2661,8087,0,1957,898,31
2,"3",85,2,72174,6681,7058,0,10983,905,2199
2,"3",86,1,36962,3826,1,704,5091,3416,0
2,"3",86,2,69113,11501,10898,1020,7468,0,0
2,"3",87,1,36633,6381,2209,738,1445,1495,1099
2,"3",87,2,70751,10297,6937,5804,1966,4245,0
2,"3",88,1,36886,497,549,2918,6962,1493,695
2,"3",88,2,71133,550,0,0,17975,6989,3353
2,"3",89,1,35740,6966,1244,6050,0,0,0
2,"3",89,2,74119,2516,2102,2198,13814,474,4777
2,"3",90,1,36038,9911,3206,23,0,822,0
2,"3",90,2,74630,0,0,0,11037,704,13629
2,"3",91,1,38287,0,0,0,6919,4462,332
2,"3",91,2,71740,9709,3406,0,13266,298,1581
2,"3",92,1,36284,1950,2757,167,0,8191,651
2,"3",92,2,69947,2145,4183,3163,9729,0,10833
2,"3",93,1,37287,1413,0,2711,6658,1724,207
2,"3",93,2,70252,6196,282,7111,12585,3574,0
2,"3",94,1,34661,4407,9730,1202,0,0,0
2,"3",94,2,69869,11869,12575,1051,1444,3192,0
2,"3",95,1,36808,12643,341,208,0,0,0
2,"3",95,2,73165,0,0,0,12930,0,13905
2,"3",96,1,36641,2925,0,0,7427,2393,614
2,"3",96,2,72485,0,0,0,14364,8153,4998
2,"3",97,1,36327,81,906,0,761,8515,3410
2,"3",97,2,72775,0,0,0,19439,7654,132
2,"3",98,1,36306,3425,1164,9105,0,0,0
2,"3",98,2,72173,11697,279,13287,1722,842,0
2,"3",99,1,35519,4789,1352,2787,0,5553,0
2,"3",99,2,74887,7636,343,647,6388,9312,787
2,"3",100,1,35794,6193,371,7642,0,0,0
2,"3",100,2,70794,7232,0,0,14975,3211,3788
2,"4",1,1,48680,0,0,1009,311,0,0
2,"4",2,1,48989,717,0,0,294,0,0
2,"4",3,1,48185,0,0,0,0,832,983
2,"4",4,1,48578,0,282,363,493,0,284
2,"4",5,1,48514,0,0,0,249,725,512
2,"4",6,1,49244,0,0,0,697,0,59
2,"4",7,1,48542,0,0,0,593,395,470
2,"4",8,1,49200,108,692,0,0,0,0
2,"4",9,1,48050,0,0,0,376,458,1116
2,"4",10,1,49031,54,375,0,376,164,0
2,"4",11,1,49598,125,277,0,0,0,0
2,"4",12,1,48299,0,0,0,895,0,806
2,"4",13,1,48562,95,243,0,660,3,437
2,"4",14,1,48795,193,0,231,0,0,781
2,"4",15,1,48577,622,575,226,0,0,0
2,"4",16,1,48480,116,166,0,820,0,418
2,"4",17,1,49987,0,0,0,13,0,0
2,"4",18,1,48301,268,608,102,0,721,0
2,"4",19,1,49188,0,0,0,0,812,0
2,"4",20,1,49267,307,32,394,0,0,0
2,"4",21,1,48765,0,1102,0,0,0,133
2,"4",22,1,49751,249,0,0,0,0,0
2,"4",23,1,48805,263,0,932,0,0,0
2,"4",24,1,50000,0,0,0,0,0,0
2,"4",25,1,48874,0,0,343,173,0,610
2,"4",26,1,49632,72,185,111,0,0,0
2,"4",27,1,48427,170,0,1269,0,134,0
2,"4",28,1,49050,0,0,0,631,0,319
2,"4",29,1,48977,0,0,0,891,132,0
2,"4",30,1,49124,0,0,0,876,0,0
2,"4",31,1,48649,0,0,0,1351,0,0
2,"4",32,1,48416,391,0,0,133,0,1060
2,"4",33,1,48226,1700,9,0,65,0,0
2,"4",34,1,49960,0,0,0,40,0,0
2,"4",35,1,48813,1047,18,68,54,0,0
2,"4",36,1,48742,225,0,0,556,412,65
2,"4",37,1,48613,0,342,835,0,0,210
2,"4",38,1,48421,1479,100,0,0,0,0
2,"4",39,1,48622,610,15,249,0,504,0
2,"4",40,1,48471,0,0,4,1364,161,0
2,"4",41,1,48795,449,103,653,0,0,0
2,"4",42,1,48671,0,0,0,705,624,0
2,"4",43,1,48026,1080,66,0,828,0,0
2,"4",44,1,48477,0,0,1024,102,397,0
2,"4",45,1,48156,913,0,0,595,282,54
2,"4",46,1,49548,362,0,0,90,0,0
2,"4",47,1,49304,586,9,0,0,0,101
2,"4",48,1,48334,0,0,0,1068,439,159
2,"4",49,1,48089,1071,0,840,0,0,0
2,"4",50,1,48686,288,420,606,0,0,0
2,"4",51,1,48549,0,0,0,1044,291,116
2,"4",52,1,48609,0,310,0,1081,0,0
2,"4",53,1,48508,0,0,8,138,0,1346
2,"4",54,1,48423,9,0,0,1193,0,375
2,"4",55,1,48621,0,0,0,1090,0,289
2,"4",56,1,48405,61,0,0,973,384,177
2,"4",57,1,48716,839,118,0,171,156,0
2,"4",58,1,50000,0,0,0,0,0,0
2,"4",59,1,48271,4,0,0,809,359,557
2,"4",60,1,48254,78,0,1668,0,0,0
2,"4",61,1,48078,788,1134,0,0,0,0
2,"4",62,1,49169,0,0,0,555,181,95
2,"4",63,1,48753,0,0,142,502,0,603
2,"4",64,1,49452,0,0,548,0,0,0
2,"4",65,1,49700,300,0,0,0,0,0
2,"4",66,1,49061,0,38,0,244,217,440
2,"4",67,1,48117,409,0,255,1144,75,0
2,"4",68,1,48106,0,0,0,578,692,624
2,"4",69,1,48071,7,0,0,935,16,971
2,"4",70,1,48607,398,0,0,749,0,246
2,"4",71,1,50000,0,0,0,0,0,0
2,"4",72,1,48244,383,329,80,901,0,63
2,"4",73,1,48901,0,0,0,506,450,143
2,"4",74,1,48389,642,381,139,330,119,0
2,"4",75,1,48805,951,46,0,0,198,0
2,"4",76,1,48295,510,0,0,879,316,0
2,"4",77,1,48605,0,0,0,645,280,470
2,"4",78,1,48543,117,0,0,1218,122,0
2,"4",79,1,48134,1010,0,0,449,407,0
2,"4",80,1,48793,0,0,0,6,536,665
2,"4",81,1,49985,2,0,0,0,13,0
2,"4",82,1,48159,0,574,0,871,0,396
2,"4",83,1,47948,0,0,0,1418,598,36
2,"4",84,1,49621,65,0,314,0,0,0
2,"4",85,1,48527,0,0,0,785,0,688
2,"4",86,1,48925,0,0,0,451,624,0
2,"4",87,1,49104,209,0,235,0,452,0
2,"4",88,1,48850,0,0,530,0,620,0
2,"4",89,1,48561,0,383,0,824,0,232
2,"4",90,1,48433,1386,115,66,0,0,0
2,"4",91,1,48408,10,47,0,1535,0,0
2,"4",92,1,49996,4,0,0,0,0,0
2,"4",93,1,48693,0,0,73,873,361,0
2,"4",94,1,47880,1218,902,0,0,0,0
2,"4",95,1,48102,0,564,0,0,249,1085
2,"4",96,1,48456,75,0,811,354,12,292
2,"4",97,1,48693,1001,306,0,0,0,0
2,"4",98,1,49034,0,0,0,168,798,0
2,"4",99,1,49274,274,0,280,8,164,0
2,"4",100,1,48764,528,0,99,609,0,0
3,"1",1,-1,25799,15909,5275,3017,0,0,0
3,"1",1,1,25799,15909,5275,3017,0,0,0
3,"1",1,2,51390,30454,11937,6219,0,0,0
3,"1",2,-1,26520,21378,0,2102,0,0,0
3,"1",2,1,26520,21378,0,2102,0,0,0
3,"1",2,2,50283,25228,14343,10146,0,0,0
3,"1",3,-1,25534,12374,7477,4615,0,0,0
3,"1",3,1,25534,12374,7477,4615,0,0,0
3,"1",3,2,51776,39351,3968,4905,0,0,0
3,"1",4,-1,26239,9932,2127,11702,0,0,0
3,"1",4,1,26239,9932,2127,11702,0,0,0
3,"1",4,2,51853,36321,5416,6410,0,0,0
3,"1",5,-1,25416,14919,4595,5070,0,0,0
3,"1",5,1,25416,14919,4595,5070,0,0,0
3,"1",5,2,51397,34077,4241,10285,0,0,0
3,"1",6,-1,26108,17352,342,6198,0,0,0
3,"1",6,1,26108,17352,342,6198,0,0,0
3,"1",6,2,51047,22423,2303,24227,0,0,0
3,"1",7,-1,26386,12661,5654,5299,0,0,0
3,"1",7,1,26386,12661,5654,5299,0,0,0
3,"1",7,2,52782,26889,8029,8841,2403,489,567
3,"1",8,-1,25642,664,23603,91,0,0,0
3,"1",8,1,25642,664,23603,91,0,0,0
3,"1",8,2,50431,12394,36694,481,0,0,0
3,"1",9,-1,25756,5788,9219,9237,0,0,0
3,"1",9,1,25756,5788,9219,9237,0,0,0
3,"1",9,2,49042,18588,5589,752,14816,208,11005
3,"1",10,-1,26323,16661,2369,4647,0,0,0
3,"1",10,1,26323,16661,2369,4647,0,0,0
3,"1",10,2,51517,32380,6020,10083,0,0,0
3,"1",11,-1,26386,12257,10365,992,0,0,0
3,"1",11,1,26386,12257,10365,992,0,0,0
3,"1",11,2,51503,32952,13374,2171,0,0,0
3,"1",12,-1,25838,20243,1356,2563,0,0,0
3,"1",12,1,25838,20243,1356,2563,0,0,0
3,"1",12,2,52884,34095,7190,5831,0,0,0
3,"1",13,-1,26838,17422,0,5740,0,0,0
3,"1",13,1,26838,17422,0,5740,0,0,0
3,"1",13,2,53904,38392,1080,6624,0,0,0
3,"1",14,-1,26945,11357,3831,3479,1746,0,2642
3,"1",14,1,26945,11357,3831,3479,1746,0,2642
3,"1",14,2,51304,0,0,0,31972,3617,13107
3,"1",15,-1,26472,7811,12901,2816,0,0,0
3,"1",15,1,26472,7811,12901,2816,0,0,0
3,"1",15,2,50972,0,0,0,23567,16237,9224
3,"1",16,-1,25533,7567,15378,1522,0,0,0
3,"1",16,1,25533,7567,15378,1522,0,0,0
3,"1",16,2,52121,27893,19107,879,0,0,0
3,"1",17,-1,25879,15726,3090,5305,0,0,0
3,"1",17,1,25879,15726,3090,5305,0,0,0
3,"1",17,2,51414,17258,25447,5881,0,0,0
3,"1",18,-1,25862,2580,21207,351,0,0,0
3,"1",18,1,25862,2580,21207,351,0,0,0
3,"1",18,2,50419,0,0,0,30273,19108,200
3,"1",19,-1,25781,2127,3854,11428,257,4765,1788
3,"1",19,1,25781,2127,3854,11428,257,4765,1788
3,"1",19,2,50833,0,0,0,34775,13302,1090
3,"1",20,-1,25939,14973,1431,7657,0,0,0
3,"1",20,1,25939,14973,1431,7657,0,0,0
3,"1",20,2,53138,37257,820,8785,0,0,0
3,"1",21,-1,26464,0,0,0,5217,6428,11891
3,"1",21,1,26464,0,0,0,5217,6428,11891
3,"1",21,2,50603,0,0,0,26010,10753,12634
3,"1",22,-1,25524,20250,4226,0,0,0,0
3,"1",22,1,25524,20250,4226,0,0,0,0
3,"1",22,2,51150,46153,1921,776,0,0,0
3,"1",23,-1,25823,18702,1040,4435,0,0,0
3,"1",23,1,25823,18702,1040,4435,0,0,0
3,"1",23,2,52258,25216,534,21992,0,0,0
3,"1",24,-1,26368,11687,798,11147,0,0,0
3,"1",24,1,26368,11687,798,11147,0,0,0
3,"1",24,2,52784,17369,4064,25783,0,0,0
3,"1",25,-1,28697,20933,0,370,0,0,0
3,"1",25,1,28697,20933,0,370,0,0,0
3,"1",25,2,55047,22440,191,22322,0,0,0
3,"1",26,-1,26985,15675,6501,839,0,0,0
3,"1",26,1,26985,15675,6501,839,0,0,0
3,"1",26,2,52085,0,0,0,35562,5399,6954
3,"1",27,-1,25323,12899,517,11261,0,0,0
3,"1",27,1,25323,12899,517,11261,0,0,0
3,"1",27,2,51023,29479,207,19291,0,0,0
3,"1",28,-1,26492,0,0,0,17364,4970,1174
3,"1",28,1,26492,0,0,0,17364,4970,1174
3,"1",28,2,51317,0,0,0,34391,6240,8052
3,"1",29,-1,26088,0,0,0,7465,12601,3846
3,"1",29,1,26088,0,0,0,7465,12601,3846
3,"1",29,2,53271,0,0,0,31088,12043,3598
3,"1",30,-1,26196,0,0,0,16066,3325,4413
3,"1",30,1,26196,0,0,0,16066,3325,4413
3,"1",30,2,51487,6435,40688,1390,0,0,0
3,"1",31,-1,26590,12291,10959,160,0,0,0
3,"1",31,1,26590,12291,10959,160,0,0,0
3,"1",31,2,52471,24498,21401,1630,0,0,0
3,"1",32,-1,25588,5248,1042,484,17129,0,509
3,"1",32,1,25588,5248,1042,484,17129,0,509
3,"1",32,2,51120,21697,281,1373,13534,29,11966
3,"1",33,-1,25959,17637,6404,0,0,0,0
3,"1",33,1,25959,17637,6404,0,0,0,0
3,"1",33,2,52443,15499,31830,228,0,0,0
3,"1",34,-1,25526,12667,10577,1230,0,0,0
3,"1",34,1,25526,12667,10577,1230,0,0,0
3,"1",34,2,49160,27827,19155,52,1743,521,1542
3,"1",35,-1,26660,15708,6126,1506,0,0,0
3,"1",35,1,26660,15708,6126,1506,0,0,0
3,"1",35,2,52658,42861,4064,417,0,0,0
3,"1",36,-1,25430,0,0,0,21552,3018,0
3,"1",36,1,25430,0,0,0,21552,3018,0
3,"1",36,2,51909,39760,3764,4567,0,0,0
3,"1",37,-1,25037,9949,4852,10162,0,0,0
3,"1",37,1,25037,9949,4852,10162,0,0,0
3,"1",37,2,51093,25934,18281,4692,0,0,0
3,"1",38,-1,26458,18759,4462,321,0,0,0
3,"1",38,1,26458,18759,4462,321,0,0,0
3,"1",38,2,52669,45966,418,690,0,257,0
3,"1",39,-1,26856,8214,1032,13898,0,0,0
3,"1",39,1,26856,8214,1032,13898,0,0,0
3,"1",39,2,51732,0,0,0,10770,35633,1865
3,"1",40,-1,24980,0,0,0,20306,768,3946
3,"1",40,1,24980,0,0,0,20306,768,3946
3,"1",40,2,50895,37025,1656,10424,0,0,0
3,"1",41,-1,25010,15907,500,8583,0,0,0
3,"1",41,1,25010,15907,500,8583,0,0,0
3,"1",41,2,50803,35402,3329,10466,0,0,0
3,"1",42,-1,25954,19397,2183,2466,0,0,0
3,"1",42,1,25954,19397,2183,2466,0,0,0
3,"1",42,2,51585,24338,2228,21849,0,0,0
3,"1",43,-1,25256,23339,1405,0,0,0,0
3,"1",43,1,25256,23339,1405,0,0,0,0
3,"1",43,2,52366,44175,2760,699,0,0,0
3,"1",44,-1,26472,5787,632,17109,0,0,0
3,"1",44,1,26472,5787,632,17109,0,0,0
3,"1",44,2,50835,24239,315,24611,0,0,0
3,"1",45,-1,25165,2659,10983,11193,0,0,0
3,"1",45,1,25165,2659,10983,11193,0,0,0
3,"1",45,2,50011,0,0,0,22170,18322,9497
3,"1",46,-1,26190,12015,3729,5093,2026,947,0
3,"1",46,1,26190,12015,3729,5093,2026,947,0
3,"1",46,2,50761,584,4982,0,32214,10624,835
3,"1",47,-1,27163,20903,1101,833,0,0,0
3,"1",47,1,27163,20903,1101,833,0,0,0
3,"1",47,2,52775,33175,2427,11623,0,0,0
3,"1",48,-1,26025,20992,394,2589,0,0,0
3,"1",48,1,26025,20992,394,2589,0,0,0
3,"1",48,2,51535,0,0,0,38927,6108,3430
3,"1",49,-1,25869,0,0,0,10955,6,13170
3,"1",49,1,25869,0,0,0,10955,6,13170
3,"1",49,2,50168,19937,11144,18751,0,0,0
3,"1",50,-1,26334,6627,2168,14871,0,0,0
3,"1",50,1,26334,6627,2168,14871,0,0,0
3,"1",50,2,50913,13497,5264,10448,19689,189,0
3,"1",51,-1,26263,4410,13117,6210,0,0,0
3,"1",51,1,26263,4410,13117,6210,0,0,0
3,"1",51,2,49055,0,0,0,34388,7643,8914
3,"1",52,-1,25198,21440,0,3362,0,0,0
3,"1",52,1,25198,21440,0,3362,0,0,0
3,"1",52,2,49156,41801,3870,5173,0,0,0
3,"1",53,-1,25694,16068,5536,2702,0,0,0
3,"1",53,1,25694,16068,5536,2702,0,0,0
3,"1",53,2,52310,37011,10577,102,0,0,0
3,"1",54,-1,26234,0,0,0,1087,435,22244
3,"1",54,1,26234,0,0,0,1087,435,22244
3,"1",54,2,50324,34211,14292,1173,0,0,0
3,"1",55,-1,24701,12259,8633,4407,0,0,0
3,"1",55,1,24701,12259,8633,4407,0,0,0
3,"1",55,2,50827,25261,16752,7160,0,0,0
3,"1",56,-1,26370,17208,5171,1251,0,0,0
3,"1",56,1,26370,17208,5171,1251,0,0,0
3,"1",56,2,53105,17463,6894,2669,8673,2151,9045
3,"1",57,-1,25819,19855,4326,0,0,0,0
3,"1",57,1,25819,19855,4326,0,0,0,0
3,"1",57,2,51354,0,0,0,39142,6960,2544
3,"1",58,-1,25935,0,0,0,12104,10914,1047
3,"1",58,1,25935,0,0,0,12104,10914,1047
3,"1",58,2,52007,17272,24534,6187,0,0,0
3,"1",59,-1,25359,15535,4262,4844,0,0,0
3,"1",59,1,25359,15535,4262,4844,0,0,0
3,"1",59,2,49868,23994,3748,22390,0,0,0
3,"1",60,-1,25850,4101,0,0,15429,768,3852
3,"1",60,1,25850,4101,0,0,15429,768,3852
3,"1",60,2,51606,14764,2264,31366,0,0,0
3,"1",61,-1,26212,9155,11341,3292,0,0,0
3,"1",61,1,26212,9155,11341,3292,0,0,0
3,"1",61,2,52442,22019,21577,3962,0,0,0
3,"1",62,-1,25792,20812,3228,168,0,0,0
3,"1",62,1,25792,20812,3228,168,0,0,0
3,"1",62,2,51417,26914,20111,1558,0,0,0
3,"1",63,-1,26029,3090,800,20081,0,0,0
3,"1",63,1,26029,3090,800,20081,0,0,0
3,"1",63,2,51348,18943,319,29390,0,0,0
3,"1",64,-1,26246,14257,68,9429,0,0,0
3,"1",64,1,26246,14257,68,9429,0,0,0
3,"1",64,2,51149,30941,2046,15864,0,0,0
3,"1",65,-1,26827,16233,0,6940,0,0,0
3,"1",65,1,26827,16233,0,6940,0,0,0
3,"1",65,2,51908,11744,5993,30355,0,0,0
3,"1",66,-1,25865,0,0,0,21180,2172,783
3,"1",66,1,25865,0,0,0,21180,2172,783
3,"1",66,2,50866,10387,596,5726,21089,210,11126
3,"1",67,-1,26003,15043,2508,6446,0,0,0
3,"1",67,1,26003,15043,2508,6446,0,0,0
3,"1",67,2,52147,36417,6680,4756,0,0,0
3,"1",68,-1,25732,0,0,0,9125,12963,2180
3,"1",68,1,25732,0,0,0,9125,12963,2180
3,"1",68,2,50378,0,0,0,39710,2729,7183
3,"1",69,-1,25719,13035,0,11246,0,0,0
3,"1",69,1,25719,13035,0,11246,0,0,0
3,"1",69,2,50450,20054,99,29397,0,0,0
3,"1",70,-1,25824,11012,376,12788,0,0,0
3,"1",70,1,25824,11012,376,12788,0,0,0
3,"1",70,2,52012,33086,5799,9103,0,0,0
3,"1",71,-1,26341,0,0,0,18139,3706,1814
3,"1",71,1,26341,0,0,0,18139,3706,1814
3,"1",71,2,51905,23880,3612,20603,0,0,0
3,"1",72,-1,25647,0,0,0,11900,299,12154
3,"1",72,1,25647,0,0,0,11900,299,12154
3,"1",72,2,52665,30948,7794,8593,0,0,0
3,"1",73,-1,25467,0,0,0,8974,8521,7038
3,"1",73,1,25467,0,0,0,8974,8521,7038
3,"1",73,2,52853,26480,15420,5247,0,0,0
3,"1",74,-1,26902,12151,8842,2105,0,0,0
3,"1",74,1,26902,12151,8842,2105,0,0,0
3,"1",74,2,49974,15508,14310,1894,14377,3334,603
3,"1",75,-1,26284,15516,1783,6417,0,0,0
3,"1",75,1,26284,15516,1783,6417,0,0,0
3,"1",75,2,51196,0,0,0,40147,3729,4928
3,"1",76,-1,25483,9546,1477,13494,0,0,0
3,"1",76,1,25483,9546,1477,13494,0,0,0
3,"1",76,2,48041,10591,0,12915,24073,496,3884
3,"1",77,-1,25357,14389,7104,3150,0,0,0
3,"1",77,1,25357,14389,7104,3150,0,0,0
3,"1",77,2,50846,34074,8462,6618,0,0,0
3,"1",78,-1,25711,13591,4452,6246,0,0,0
3,"1",78,1,25711,13591,4452,6246,0,0,0
3,"1",78,2,50297,39569,7537,2597,0,0,0
3,"1",79,-1,26022,16996,3910,3072,0,0,0
3,"1",79,1,26022,16996,3910,3072,0,0,0
3,"1",79,2,52382,32458,5356,9804,0,0,0
3,"1",80,-1,26494,23309,197,0,0,0,0
3,"1",80,1,26494,23309,197,0,0,0,0
3,"1",80,2,51188,32517,9450,6845,0,0,0
3,"1",81,-1,24602,20799,1228,3371,0,0,0
3,"1",81,1,24602,20799,1228,3371,0,0,0
3,"1",81,2,50268,40621,3922,5189,0,0,0
3,"1",82,-1,26136,13916,9919,29,0,0,0
3,"1",82,1,26136,13916,9919,29,0,0,0
3,"1",82,2,51272,0,0,0,24259,3378,21091
3,"1",83,-1,25193,0,0,0,9046,14628,1133
3,"1",83,1,25193,0,0,0,9046,14628,1133
3,"1",83,2,51179,37923,7738,3160,0,0,0
3,"1",84,-1,25773,23087,0,1140,0,0,0
3,"1",84,1,25773,23087,0,1140,0,0,0
3,"1",84,2,51440,41883,209,6468,0,0,0
3,"1",85,-1,25420,13765,10815,0,0,0,0
3,"1",85,1,25420,13765,10815,0,0,0,0
3,"1",85,2,49590,37964,11797,649,0,0,0
3,"1",86,-1,26018,0,0,0,11258,12266,458
3,"1",86,1,26018,0,0,0,11258,12266,458
3,"1",86,2,52110,20389,23408,4093,0,0,0
3,"1",87,-1,26291,21734,1938,37,0,0,0
3,"1",87,1,26291,21734,1938,37,0,0,0
3,"1",87,2,51716,27426,15703,5155,0,0,0
3,"1",88,-1,25883,9938,5540,8639,0,0,0
3,"1",88,1,25883,9938,5540,8639,0,0,0
3,"1",88,2,51023,20197,529,28251,0,0,0
3,"1",89,-1,25596,20137,4249,18,0,0,0
3,"1",89,1,25596,20137,4249,18,0,0,0
3,"1",89,2,50417,40632,1856,7095,0,0,0
3,"1",90,-1,25928,0,0,0,9207,239,14626
3,"1",90,1,25928,0,0,0,9207,239,14626
3,"1",90,2,52163,0,0,0,25814,3583,18440
3,"1",91,-1,25658,11969,8830,3543,0,0,0
3,"1",91,1,25658,11969,8830,3543,0,0,0
3,"1",91,2,51486,0,0,0,30110,5673,12731
3,"1",92,-1,25495,19535,3558,1412,0,0,0
3,"1",92,1,25495,19535,3558,1412,0,0,0
3,"1",92,2,50119,17730,25329,6822,0,0,0
3,"1",93,-1,26899,0,0,0,19088,1422,2591
3,"1",93,1,26899,0,0,0,19088,1422,2591
3,"1",93,2,51851,39246,0,8903,0,0,0
3,"1",94,-1,25340,5732,18232,696,0,0,0
3,"1",94,1,25340,5732,18232,696,0,0,0
3,"1",94,2,51900,0,0,0,33680,9572,4848
3,"1",95,-1,25799,12434,9598,2169,0,0,0
3,"1",95,1,25799,12434,9598,2169,0,0,0
